ts,p_anom,pred,p_healthy,p_congestion_breach,p_tunnel_degradation,p_bgp_route_flap,p_vrf_leakage
2026-07-21 17:35:45+00:00,0.016028057783842087,healthy(gate),0.9867075681686401,7.685321179451421e-05,0.004326559137552977,0.0020088492892682552,0.006880184635519981
2026-07-21 17:36:15+00:00,0.1529920995235443,healthy(gate),0.7569041848182678,0.0032762244809418917,0.06171266362071037,0.03760393708944321,0.1405029594898224
2026-07-21 17:36:45+00:00,0.4336460530757904,healthy(gate),0.2599388062953949,0.0005068624159321189,0.6740747690200806,0.005241062957793474,0.06023844704031944
2026-07-21 17:37:15+00:00,0.8966136574745178,tunnel_degradation,0.031964439898729324,6.946508074179292e-05,0.9552143216133118,0.0006157218012958765,0.01213603001087904
2026-07-21 17:37:45+00:00,0.6059582829475403,tunnel_degradation,0.08916453272104263,7.604992424603552e-05,0.9036908745765686,0.0007925283280201256,0.0062760766595602036
2026-07-21 17:38:15+00:00,0.8607096672058105,tunnel_degradation,0.027624715119600296,0.00010034070874098688,0.9680938720703125,0.0002984646998811513,0.0038826237432658672
2026-07-21 17:38:45+00:00,0.850070595741272,tunnel_degradation,0.06977080553770065,0.00024102527822833508,0.9259577989578247,0.00017392481095157564,0.0038564319256693125
2026-07-21 17:39:15+00:00,0.954868733882904,tunnel_degradation,0.012109333649277687,0.00012520137534011155,0.9828782081604004,0.00010442228085594252,0.004782852716743946
2026-07-21 17:39:45+00:00,0.9870016574859619,tunnel_degradation,0.01232126448303461,0.00024512968957424164,0.9741106033325195,0.0001298814604524523,0.013193146325647831
2026-07-21 17:40:15+00:00,0.8026746511459351,tunnel_degradation,0.21463482081890106,0.0012225811369717121,0.7622959017753601,0.00040068794623948634,0.02144605480134487
2026-07-21 17:40:45+00:00,0.7442824244499207,tunnel_degradation,0.16868723928928375,0.0010028936667367816,0.8157424330711365,0.00034707042505033314,0.014220397919416428
2026-07-21 17:41:15+00:00,0.9203330874443054,tunnel_degradation,0.05568791553378105,0.0006259966176003218,0.9310659170150757,0.0001811849360819906,0.012439020909368992
2026-07-21 17:41:45+00:00,0.9055987000465393,tunnel_degradation,0.06547289341688156,0.00047945562982931733,0.9260047674179077,0.00013186005526222289,0.007910936139523983
2026-07-21 17:42:15+00:00,0.9349616765975952,tunnel_degradation,0.055974945425987244,0.0009897593408823013,0.9319962859153748,0.00016932662401814014,0.010869705118238926
2026-07-21 17:42:45+00:00,0.7206032872200012,tunnel_degradation,0.1161130890250206,0.0008677410078234971,0.8656564950942993,0.0001869281113613397,0.017175694927573204
2026-07-21 17:43:15+00:00,0.6201785206794739,tunnel_degradation,0.18083125352859497,0.0005487136077135801,0.7859802842140198,0.0001564493722980842,0.032483283430337906
2026-07-21 17:43:45+00:00,0.4898037910461426,healthy(gate),0.352428138256073,0.0008458891534246504,0.4938267171382904,0.00042949439375661314,0.15246973931789398
2026-07-21 17:44:15+00:00,0.6195679306983948,tunnel_degradation,0.279144823551178,0.0007284854655154049,0.5853065848350525,0.00028487949748523533,0.13453522324562073
2026-07-21 17:44:45+00:00,0.29666027426719666,healthy(gate),0.7529327869415283,0.0016160124214366078,0.16598805785179138,0.0003669121360871941,0.07909627258777618
2026-07-21 17:45:15+00:00,0.11834686994552612,healthy(gate),0.9465599060058594,0.0030866332817822695,0.009304612874984741,0.00028236748767085373,0.040766485035419464
2026-07-21 17:45:45+00:00,0.010762644000351429,healthy(gate),0.9898585677146912,0.0030018691904842854,0.0023965623695403337,8.060334948822856e-05,0.004662391263991594
2026-07-21 17:46:15+00:00,0.005973129067569971,healthy(gate),0.9986757636070251,0.00031400835723616183,0.0004385866632219404,3.9500740967923775e-05,0.000532091420609504
2026-07-21 17:46:45+00:00,0.003678856650367379,healthy(gate),0.9975724816322327,0.00041208890615962446,0.00046527403173968196,4.559824810712598e-05,0.0015045084292069077
2026-07-21 17:47:15+00:00,0.011590252630412579,healthy(gate),0.9931835532188416,0.0016796005656942725,0.0011849821312353015,0.00014447039575316012,0.0038074373733252287
