ts,p_anom,pred,p_healthy,p_congestion_breach,p_tunnel_degradation,p_bgp_route_flap,p_vrf_leakage,vrf_mean,bgp_mean,bgp_std,bgp_slope
2026-07-21 18:00:57+00:00,0.8679556250572205,vrf_leakage,0.3236837089061737,0.00031966427923180163,0.00043229543371126056,0.01644812524318695,0.659116268157959,0.0,694.725,2.69840883789114,0.0
2026-07-21 18:01:27+00:00,0.7103214263916016,vrf_leakage,0.3977969288825989,0.00023726934159640223,0.0005957832909189165,0.025994636118412018,0.5753753781318665,0.0,695.125,2.709787578011829,0.0
2026-07-21 18:01:57+00:00,0.652158796787262,vrf_leakage,0.3965717852115631,0.0007944939425215125,0.000565851281862706,0.034640248864889145,0.5674276351928711,0.0,695.525,2.660128202038437,0.0
2026-07-21 18:02:27+00:00,0.6060225963592529,vrf_leakage,0.46158820390701294,0.0003200309874955565,0.00015070626977831125,0.022896092385053635,0.5150449275970459,0.0,695.925,2.545861397721438,0.0
2026-07-21 18:02:57+00:00,0.7849863767623901,vrf_leakage,0.20749981701374054,0.0016850561369210482,0.00035948495496995747,0.0380181148648262,0.7524375319480896,0.0,696.325,2.357611785967089,0.0
2026-07-21 18:03:27+00:00,0.8270590901374817,vrf_leakage,0.28654009103775024,0.0007340951124206185,0.0009686106350272894,0.03353418409824371,0.6782230138778687,0.0,696.725,2.075343653963974,0.0
2026-07-21 18:03:57+00:00,0.7346751093864441,vrf_leakage,0.25983697175979614,0.0018669315613806248,0.0005605721962638199,0.014020080678164959,0.7237154841423035,0.0,696.975,2.0316407415094773,0.0
2026-07-21 18:04:27+00:00,0.6139252185821533,vrf_leakage,0.4019256830215454,0.0018324267584830523,0.0006259304354898632,0.02553015761077404,0.5700858235359192,0.0,697.45,2.3960437477271346,0.2
2026-07-21 18:04:57+00:00,0.3474166989326477,healthy(gate),0.49048253893852234,0.001301947282627225,0.0005092835635878146,0.019561700522899628,0.48814451694488525,0.0,698.225,3.696758802115917,0.2
2026-07-21 18:05:27+00:00,0.24357444047927856,healthy(gate),0.7253843545913696,0.0004603448323905468,0.0003834191884379834,0.015227794647216797,0.25854408740997314,0.0,699.225,5.151487213690373,0.0
2026-07-21 18:05:57+00:00,0.15110749006271362,healthy(gate),0.7139246463775635,0.0005581984296441078,0.00046323257265612483,0.03270815312862396,0.2523458003997803,0.0,700.275,6.238784809354281,0.0
2026-07-21 18:06:27+00:00,0.1345270574092865,healthy(gate),0.8749191164970398,0.00023990882618818432,0.000198778958292678,0.037184786051511765,0.08745743334293365,0.0,701.325,7.0032501612112625,0.0
2026-07-21 18:06:57+00:00,0.35793206095695496,healthy(gate),0.7166799306869507,0.0009224533569067717,0.0005239098099991679,0.061477601528167725,0.22039608657360077,0.0,702.375,7.543676244513873,0.0
