fault_type,fault_start,breach_time,run_id
bgp_route_flap,2026-07-14 22:11:50.619597+00:00,2026-07-14 22:22:37.423113+00:00,real_20260714_165648_tier6_x10__bgp_route_flap_010
vrf_leakage,2026-07-14 22:43:46.416903+00:00,2026-07-14 22:49:31.016280+00:00,real_20260714_165648_tier6_x10__vrf_leakage_011
tunnel_degradation,2026-07-14 23:20:06.417610+00:00,2026-07-14 23:28:46.539435+00:00,real_20260714_165648_tier6_x10__tunnel_degradation_012
vrf_leakage,2026-07-14 23:54:08.940743+00:00,2026-07-14 23:57:40.187091+00:00,real_20260714_165648_tier6_x10__vrf_leakage_013
bgp_route_flap,2026-07-15 00:24:31.797868+00:00,2026-07-15 00:35:36.904736+00:00,real_20260714_165648_tier6_x10__bgp_route_flap_014
tunnel_degradation,2026-07-15 01:02:27.796521+00:00,2026-07-15 01:09:42.631277+00:00,real_20260714_165648_tier6_x10__tunnel_degradation_015
congestion_breach,2026-07-15 01:35:45.507699+00:00,2026-07-15 01:42:50.001078+00:00,real_20260714_165648_tier6_x10__congestion_breach_016
congestion_breach,2026-07-15 02:05:39.825379+00:00,2026-07-15 02:17:14.296124+00:00,real_20260714_165648_tier6_x10__congestion_breach_017
vrf_leakage,2026-07-15 02:38:11.160662+00:00,2026-07-15 02:44:46.691164+00:00,real_20260714_165648_tier6_x10__vrf_leakage_018
bgp_route_flap,2026-07-15 03:11:44.298697+00:00,2026-07-15 03:23:13.547070+00:00,real_20260714_165648_tier6_x10__bgp_route_flap_019
tunnel_degradation,2026-07-15 03:45:39.964093+00:00,2026-07-15 03:53:59.850214+00:00,real_20260714_165648_tier6_x10__tunnel_degradation_020
tunnel_degradation,2026-07-15 04:16:13.393506+00:00,2026-07-15 04:23:12.746307+00:00,real_20260714_165648_tier6_x10__tunnel_degradation_021
bgp_route_flap,2026-07-15 04:44:34.030487+00:00,2026-07-15 04:53:06.496612+00:00,real_20260714_165648_tier6_x10__bgp_route_flap_022
vrf_leakage,2026-07-15 05:11:14.867368+00:00,2026-07-15 05:15:41.376228+00:00,real_20260714_165648_tier6_x10__vrf_leakage_023
congestion_breach,2026-07-15 05:49:33.314905+00:00,2026-07-15 05:56:05.777058+00:00,real_20260714_165648_tier6_x10__congestion_breach_024
tunnel_degradation,2026-07-15 06:27:57.614396+00:00,2026-07-15 06:33:22.362061+00:00,real_20260714_165648_tier6_x10__tunnel_degradation_025
bgp_route_flap,2026-07-15 06:57:35.413313+00:00,2026-07-15 07:09:35.452774+00:00,real_20260714_165648_tier6_x10__bgp_route_flap_026
congestion_breach,2026-07-15 07:28:26.011345+00:00,2026-07-15 07:39:12.821926+00:00,real_20260714_165648_tier6_x10__congestion_breach_027
vrf_leakage,2026-07-15 08:01:45.499520+00:00,2026-07-15 08:09:32.507440+00:00,real_20260714_165648_tier6_x10__vrf_leakage_028
tunnel_degradation,2026-07-15 08:38:10.159657+00:00,2026-07-15 08:46:02.854245+00:00,real_20260714_165648_tier6_x10__tunnel_degradation_029
bgp_route_flap,2026-07-15 09:05:19.813423+00:00,2026-07-15 09:12:10.863807+00:00,real_20260714_165648_tier6_x10__bgp_route_flap_030
vrf_leakage,2026-07-15 09:36:46.029371+00:00,2026-07-15 09:41:02.085607+00:00,real_20260714_165648_tier6_x10__vrf_leakage_031
congestion_breach,2026-07-15 10:11:01.962772+00:00,2026-07-15 10:24:38.528285+00:00,real_20260714_165648_tier6_x10__congestion_breach_032
vrf_leakage,2026-07-15 10:48:05.032299+00:00,2026-07-15 10:52:07.938518+00:00,real_20260714_165648_tier6_x10__vrf_leakage_033
tunnel_degradation,2026-07-15 11:17:10.385414+00:00,2026-07-15 11:22:27.744811+00:00,real_20260714_165648_tier6_x10__tunnel_degradation_034
bgp_route_flap,2026-07-15 11:41:35.907218+00:00,2026-07-15 11:53:01.155677+00:00,real_20260714_165648_tier6_x10__bgp_route_flap_035
congestion_breach,2026-07-15 12:18:05.057954+00:00,2026-07-15 12:25:20.564213+00:00,real_20260714_165648_tier6_x10__congestion_breach_036
bgp_route_flap,2026-07-15 12:46:31.483392+00:00,2026-07-15 12:58:28.109078+00:00,real_20260714_165648_tier6_x10__bgp_route_flap_037
vrf_leakage,2026-07-15 13:23:22.337631+00:00,2026-07-15 13:30:33.302447+00:00,real_20260714_165648_tier6_x10__vrf_leakage_038
tunnel_degradation,2026-07-15 13:57:26.174934+00:00,2026-07-15 14:03:17.095353+00:00,real_20260714_165648_tier6_x10__tunnel_degradation_039
congestion_breach,2026-07-15 14:24:18.049670+00:00,2026-07-15 14:35:03.073440+00:00,real_20260714_165648_tier6_x10__congestion_breach_040
precursor_aborted,2026-07-15 19:23:21.461938+00:00,2026-07-15 19:24:08.529060+00:00,real_20260715_191519_circ_v2__near_miss_001
congestion_breach,2026-07-15 19:31:46.736945+00:00,2026-07-15 19:45:30.247962+00:00,real_20260715_191519_circ_v2__congestion_breach_001
tunnel_degradation,2026-07-15 20:11:26.881586+00:00,2026-07-15 20:17:00.060107+00:00,real_20260715_191519_circ_v2__tunnel_degradation_002
bgp_route_flap,2026-07-15 20:37:34.822123+00:00,2026-07-15 20:46:08.499057+00:00,real_20260715_191519_circ_v2__bgp_route_flap_003
vrf_leakage,2026-07-15 21:09:54.951304+00:00,2026-07-15 21:14:33.242877+00:00,real_20260715_191519_circ_v2__vrf_leakage_004
congestion_breach,2026-07-15 21:41:27.860857+00:00,2026-07-15 21:53:11.257067+00:00,real_20260715_191519_circ_v2__congestion_breach_005
precursor_aborted,2026-07-15 22:08:57.583399+00:00,2026-07-15 22:09:45.523711+00:00,real_20260715_191519_circ_v2__near_miss_006
tunnel_degradation,2026-07-15 22:15:57.017575+00:00,2026-07-15 22:23:38.252773+00:00,real_20260715_191519_circ_v2__tunnel_degradation_006
bgp_route_flap,2026-07-15 22:44:08.839682+00:00,2026-07-15 22:50:39.614119+00:00,real_20260715_191519_circ_v2__bgp_route_flap_007
precursor_aborted,2026-07-15 23:01:48.355528+00:00,2026-07-15 23:02:26.305890+00:00,real_20260715_191519_circ_v2__near_miss_008
vrf_leakage,2026-07-15 23:07:33.470072+00:00,2026-07-15 23:12:56.777439+00:00,real_20260715_191519_circ_v2__vrf_leakage_008
tunnel_degradation,2026-07-15 23:37:28.831110+00:00,2026-07-15 23:44:11.355295+00:00,real_20260715_191519_circ_v2__tunnel_degradation_009
bgp_route_flap,2026-07-16 00:04:41.383319+00:00,2026-07-16 00:10:46.067984+00:00,real_20260715_191519_circ_v2__bgp_route_flap_010
vrf_leakage,2026-07-16 00:31:57.129626+00:00,2026-07-16 00:40:15.734612+00:00,real_20260715_191519_circ_v2__vrf_leakage_011
precursor_aborted,2026-07-16 00:55:16.097713+00:00,2026-07-16 00:55:58.930202+00:00,real_20260715_191519_circ_v2__near_miss_012
congestion_breach,2026-07-16 01:02:02.369652+00:00,2026-07-16 01:13:21.223502+00:00,real_20260715_191519_circ_v2__congestion_breach_012
precursor_aborted,2026-07-16 01:29:51.446563+00:00,2026-07-16 01:30:45.446871+00:00,real_20260715_191519_circ_v2__near_miss_013
vrf_leakage,2026-07-16 01:37:50.913466+00:00,2026-07-16 01:44:05.684073+00:00,real_20260715_191519_circ_v2__vrf_leakage_013
precursor_aborted,2026-07-16 02:01:42.454870+00:00,2026-07-16 02:02:27.891142+00:00,real_20260715_191519_circ_v2__near_miss_014
tunnel_degradation,2026-07-16 02:08:26.487175+00:00,2026-07-16 02:15:54.525065+00:00,real_20260715_191519_circ_v2__tunnel_degradation_014
bgp_route_flap,2026-07-16 02:40:43.485239+00:00,2026-07-16 02:48:11.791050+00:00,real_20260715_191519_circ_v2__bgp_route_flap_015
congestion_breach,2026-07-16 03:07:00.507452+00:00,2026-07-16 03:15:40.335676+00:00,real_20260715_191519_circ_v2__congestion_breach_016
congestion_breach,2026-07-16 03:39:53.948672+00:00,2026-07-16 03:48:00.404951+00:00,real_20260715_191519_circ_v2__congestion_breach_017
