fault_type,fault_start,breach_time,run_id
vrf_leakage,2026-07-22T15:40:48.354967+00:00,2026-07-22T15:46:44.402903+00:00,compound_tunnel_degradation_08_vrf_leakage
tunnel_degradation,2026-07-22T16:00:45.324545+00:00,2026-07-22T16:07:40.693426+00:00,compound_tunnel_degradation_09_tunnel_degradation
vrf_leakage,2026-07-22T16:00:45.324797+00:00,2026-07-22T16:05:31.475080+00:00,compound_tunnel_degradation_09_vrf_leakage
tunnel_degradation,2026-07-22T16:19:14.807718+00:00,2026-07-22T16:25:17.590081+00:00,compound_tunnel_degradation_10_tunnel_degradation
vrf_leakage,2026-07-22T16:19:14.807936+00:00,2026-07-22T16:26:10.198038+00:00,compound_tunnel_degradation_10_vrf_leakage
bgp_route_flap,2026-07-22T16:41:13.168850+00:00,2026-07-22T16:51:36.788810+00:00,compound_bgp_route_flap_10_bgp_route_flap
vrf_leakage,2026-07-22T16:41:13.169111+00:00,2026-07-22T16:49:41.373370+00:00,compound_bgp_route_flap_10_vrf_leakage
tunnel_degradation,2026-07-22T17:05:43.300124+00:00,2026-07-22T17:13:17.178177+00:00,compound_tunnel_degradation_11_tunnel_degradation
vrf_leakage,2026-07-22T17:05:43.300342+00:00,2026-07-22T17:11:30.593486+00:00,compound_tunnel_degradation_11_vrf_leakage
tunnel_degradation,2026-07-22T17:27:43.122982+00:00,2026-07-22T17:34:53.036861+00:00,compound_tunnel_degradation_12_tunnel_degradation
vrf_leakage,2026-07-22T17:27:43.123228+00:00,2026-07-22T17:33:24.791074+00:00,compound_tunnel_degradation_12_vrf_leakage
bgp_route_flap,2026-07-22T17:48:12.891976+00:00,2026-07-22T17:59:13.323945+00:00,compound_bgp_route_flap_11_bgp_route_flap
vrf_leakage,2026-07-22T17:48:12.892146+00:00,2026-07-22T17:57:14.558097+00:00,compound_bgp_route_flap_11_vrf_leakage
bgp_route_flap,2026-07-22T18:13:29.774197+00:00,2026-07-22T18:24:30.988426+00:00,compound_bgp_route_flap_12_bgp_route_flap
vrf_leakage,2026-07-22T18:13:29.774476+00:00,2026-07-22T18:22:22.163313+00:00,compound_bgp_route_flap_12_vrf_leakage
