fault_type,fault_start,breach_time,run_id
tunnel_degradation,2026-07-22T10:03:25.605606+00:00,2026-07-22T10:09:24.255976+00:00,compound_tunnel_degradation_01_tunnel_degradation
vrf_leakage,2026-07-22T10:03:25.605775+00:00,2026-07-22T10:08:01.960069+00:00,compound_tunnel_degradation_01_vrf_leakage
bgp_route_flap,2026-07-22T10:23:43.766737+00:00,2026-07-22T10:34:24.988042+00:00,compound_bgp_route_flap_01_bgp_route_flap
vrf_leakage,2026-07-22T10:23:43.766960+00:00,2026-07-22T10:31:46.404082+00:00,compound_bgp_route_flap_01_vrf_leakage
tunnel_degradation,2026-07-22T10:45:02.448909+00:00,2026-07-22T10:51:17.922931+00:00,compound_tunnel_degradation_02_tunnel_degradation
vrf_leakage,2026-07-22T10:45:02.449123+00:00,2026-07-22T10:49:55.618078+00:00,compound_tunnel_degradation_02_vrf_leakage
bgp_route_flap,2026-07-22T11:07:09.572610+00:00,2026-07-22T11:15:19.162034+00:00,compound_bgp_route_flap_02_bgp_route_flap
vrf_leakage,2026-07-22T11:07:09.573689+00:00,2026-07-22T11:12:34.159073+00:00,compound_bgp_route_flap_02_vrf_leakage
tunnel_degradation,2026-07-22T11:27:53.061340+00:00,2026-07-22T11:35:20.152076+00:00,compound_tunnel_degradation_03_tunnel_degradation
vrf_leakage,2026-07-22T11:27:53.061600+00:00,2026-07-22T11:34:21.243039+00:00,compound_tunnel_degradation_03_vrf_leakage
bgp_route_flap,2026-07-22T11:48:46.445585+00:00,2026-07-22T11:58:50.966566+00:00,compound_bgp_route_flap_03_bgp_route_flap
vrf_leakage,2026-07-22T11:48:46.445824+00:00,2026-07-22T11:55:04.085427+00:00,compound_bgp_route_flap_03_vrf_leakage
bgp_route_flap,2026-07-22T12:11:47.723150+00:00,2026-07-22T12:18:26.647055+00:00,compound_bgp_route_flap_04_bgp_route_flap
vrf_leakage,2026-07-22T12:11:47.723328+00:00,2026-07-22T12:19:36.808092+00:00,compound_bgp_route_flap_04_vrf_leakage
bgp_route_flap,2026-07-22T12:34:45.801782+00:00,2026-07-22T12:45:16.151049+00:00,compound_bgp_route_flap_05_bgp_route_flap
vrf_leakage,2026-07-22T12:34:45.801969+00:00,2026-07-22T12:40:33.337062+00:00,compound_bgp_route_flap_05_vrf_leakage
bgp_route_flap,2026-07-22T12:55:55.671408+00:00,2026-07-22T13:03:18.099828+00:00,compound_bgp_route_flap_06_bgp_route_flap
vrf_leakage,2026-07-22T12:55:55.671660+00:00,2026-07-22T13:00:37.531093+00:00,compound_bgp_route_flap_06_vrf_leakage
bgp_route_flap,2026-07-22T13:12:05.973375+00:00,2026-07-22T13:20:44.551378+00:00,compound_bgp_route_flap_07_bgp_route_flap
vrf_leakage,2026-07-22T13:12:05.973592+00:00,2026-07-22T13:16:40.809060+00:00,compound_bgp_route_flap_07_vrf_leakage
tunnel_degradation,2026-07-22T13:34:12.365390+00:00,2026-07-22T13:42:48.426124+00:00,compound_tunnel_degradation_04_tunnel_degradation
vrf_leakage,2026-07-22T13:34:12.365522+00:00,2026-07-22T13:41:28.080083+00:00,compound_tunnel_degradation_04_vrf_leakage
bgp_route_flap,2026-07-22T13:56:45.609421+00:00,2026-07-22T14:03:24.395078+00:00,compound_bgp_route_flap_08_bgp_route_flap
vrf_leakage,2026-07-22T13:56:45.609628+00:00,2026-07-22T14:01:44.607495+00:00,compound_bgp_route_flap_08_vrf_leakage
tunnel_degradation,2026-07-22T14:15:39.115485+00:00,2026-07-22T14:21:37.764077+00:00,compound_tunnel_degradation_05_tunnel_degradation
vrf_leakage,2026-07-22T14:15:39.115694+00:00,2026-07-22T14:22:40.403071+00:00,compound_tunnel_degradation_05_vrf_leakage
bgp_route_flap,2026-07-22T14:35:32.601792+00:00,2026-07-22T14:46:37.348422+00:00,compound_bgp_route_flap_09_bgp_route_flap
vrf_leakage,2026-07-22T14:35:32.602084+00:00,2026-07-22T14:42:52.235072+00:00,compound_bgp_route_flap_09_vrf_leakage
tunnel_degradation,2026-07-22T14:59:40.681450+00:00,2026-07-22T15:07:02.640082+00:00,compound_tunnel_degradation_06_tunnel_degradation
vrf_leakage,2026-07-22T14:59:40.681571+00:00,2026-07-22T15:04:57.660041+00:00,compound_tunnel_degradation_06_vrf_leakage
tunnel_degradation,2026-07-22T15:20:55.552476+00:00,2026-07-22T15:25:55.717092+00:00,compound_tunnel_degradation_07_tunnel_degradation
vrf_leakage,2026-07-22T15:20:55.552627+00:00,2026-07-22T15:28:41.643036+00:00,compound_tunnel_degradation_07_vrf_leakage
tunnel_degradation,2026-07-22T15:40:48.354722+00:00,2026-07-22T15:46:19.745296+00:00,compound_tunnel_degradation_08_tunnel_degradation
