timestamp,host,metric,value
2026-07-14T18:06:47+00:00,station1,throughput_in_bps,472.68330818319004
2026-07-14T18:07:02+00:00,station1,throughput_in_bps,375.30226723150486
2026-07-14T18:07:17+00:00,station1,throughput_in_bps,477.44586462064325
2026-07-14T18:07:32+00:00,station1,throughput_in_bps,394.63970762041566
2026-07-14T18:07:47+00:00,station1,throughput_in_bps,459.9007290776531
2026-07-14T18:08:02+00:00,station1,throughput_in_bps,336.4725560423977
2026-07-14T18:08:17+00:00,station1,throughput_in_bps,421.9090909090909
2026-07-14T18:08:32+00:00,station1,throughput_in_bps,320.3643437630675
2026-07-14T18:08:47+00:00,station1,throughput_in_bps,405.32727272727266
2026-07-14T18:09:02+00:00,station1,throughput_in_bps,343.6119343284667
2026-07-14T18:09:17+00:00,station1,throughput_in_bps,407.13805203541756
2026-07-14T18:09:32+00:00,station1,throughput_in_bps,319.6545454545454
2026-07-14T18:09:47+00:00,station1,throughput_in_bps,421.49090909090904
2026-07-14T18:10:02+00:00,station1,throughput_in_bps,400.35273368606704
2026-07-14T18:10:17+00:00,station1,throughput_in_bps,444.6828239486555
2026-07-14T18:10:32+00:00,station1,throughput_in_bps,380.8
2026-07-14T18:10:47+00:00,station1,throughput_in_bps,412.98181818181814
2026-07-14T18:11:02+00:00,station1,throughput_in_bps,289.1454545454545
2026-07-14T18:11:17+00:00,station1,throughput_in_bps,342.50909090909084
2026-07-14T18:11:32+00:00,station1,throughput_in_bps,287.1272727272727
2026-07-14T18:11:47+00:00,station1,throughput_in_bps,326.8545454545454
2026-07-14T18:12:02+00:00,station1,throughput_in_bps,269.1818181818182
2026-07-14T18:12:17+00:00,station1,throughput_in_bps,326.8545454545454
2026-07-14T18:12:32+00:00,station1,throughput_in_bps,271.47272727272724
2026-07-14T18:12:47+00:00,station1,throughput_in_bps,326.8545454545454
2026-07-14T18:13:02+00:00,station1,throughput_in_bps,270.8034107230515
2026-07-14T18:13:17+00:00,station1,throughput_in_bps,326.8604883725159
2026-07-14T18:13:32+00:00,station1,throughput_in_bps,272.56363636363636
2026-07-14T18:13:47+00:00,station1,throughput_in_bps,325.7814062585232
2026-07-14T18:14:02+00:00,station1,throughput_in_bps,270.8329545247923
2026-07-14T18:14:17+00:00,station1,throughput_in_bps,326.30909090909086
2026-07-14T18:14:32+00:00,station1,throughput_in_bps,358.69743086237935
2026-07-14T18:14:47+00:00,station1,throughput_in_bps,633.2363636363636
2026-07-14T18:15:02+00:00,station1,throughput_in_bps,575.0181818181817
2026-07-14T18:15:17+00:00,station1,throughput_in_bps,631.0545454545455
2026-07-14T18:15:32+00:00,station1,throughput_in_bps,270.3818181818182
2026-07-14T18:15:47+00:00,station1,throughput_in_bps,322.49090909090904
2026-07-14T18:16:02+00:00,station1,throughput_in_bps,268.6363636363636
2026-07-14T18:16:17+00:00,station1,throughput_in_bps,324.6786305205549
2026-07-14T18:16:32+00:00,station1,throughput_in_bps,272.57850428205177
2026-07-14T18:16:47+00:00,station1,throughput_in_bps,324.6727272727273
2026-07-14T18:17:02+00:00,station1,throughput_in_bps,268.6363636363636
2026-07-14T18:17:17+00:00,station1,throughput_in_bps,323.47272727272724
