family,rare_boost,exam_macro_f1,exam_mean_rare_recall,val_macro_f1,gate_thr
plain,1.0,0.7563230659873174,0.5932385292427436,0.764773713369133,0.5
plain,1.5,0.7547212279772928,0.600338754070594,0.7612289343931975,0.5
plain,2.0,0.7547884210230936,0.6039294463992257,0.7615993757737891,0.5
plain,3.0,0.755293435635697,0.6078200772278626,0.7548897271365227,0.5
wm,1.0,0.7610403726329684,0.5967364674806175,0.7637972861410092,0.5
wm,1.5,0.7556724139386752,0.6017472047748194,0.759557014412928,0.5
wm,2.0,0.7543317706228623,0.6010777622067408,0.7598382742897399,0.5
wm,3.0,0.7537498384411473,0.6060537167169084,0.7557899577855642,0.5
