ts,p_anom,pred,p_healthy,p_congestion_breach,p_tunnel_degradation,p_bgp_route_flap,p_vrf_leakage
2026-07-21 17:53:27+00:00,0.3840908110141754,healthy(gate),0.9611958265304565,0.0004158743831794709,0.0005590168875642121,0.0021813753992319107,0.035647932440042496
2026-07-21 17:53:57+00:00,0.8653541207313538,vrf_leakage,0.49006202816963196,0.0007268373155966401,0.000731493579223752,0.001754206488840282,0.5067254304885864
2026-07-21 17:54:27+00:00,0.8737213015556335,vrf_leakage,0.4975985884666443,0.0007563533145003021,0.0006548083620145917,0.0022257762029767036,0.4987644851207733
2026-07-21 17:54:57+00:00,0.8431540727615356,vrf_leakage,0.40308213233947754,0.0004269200435373932,0.0007489047711715102,0.002024203771725297,0.5937178134918213
2026-07-21 17:55:27+00:00,0.863366961479187,vrf_leakage,0.3796505033969879,0.000707871513441205,0.0011164163006469607,0.0029990379698574543,0.6155261993408203
2026-07-21 17:55:57+00:00,0.8838917016983032,vrf_leakage,0.26847219467163086,0.00022863131016492844,0.0006125899963080883,0.0025907508097589016,0.7280958294868469
2026-07-21 17:56:27+00:00,0.8911158442497253,vrf_leakage,0.12501902878284454,0.0004412034759297967,0.00030013153445906937,0.0016787105705589056,0.8725609183311462
2026-07-21 17:56:57+00:00,0.9410773515701294,vrf_leakage,0.12329379469156265,0.0002249400713481009,0.001080095418728888,0.0019089869456365705,0.8734922409057617
2026-07-21 17:57:27+00:00,0.9076371788978577,vrf_leakage,0.11191794276237488,0.00019766452896874398,0.00022253479983191937,0.0011988269397988915,0.8864630460739136
2026-07-21 17:57:57+00:00,0.8221617341041565,healthy,0.6073552966117859,0.00019696351955644786,0.0006102806073613465,0.003012135624885559,0.38882529735565186
2026-07-21 17:58:27+00:00,0.8783667683601379,vrf_leakage,0.13302482664585114,0.0002455187204759568,0.0003961626789532602,0.0011150527279824018,0.865218460559845
2026-07-21 17:58:57+00:00,0.9235560894012451,vrf_leakage,0.14422611892223358,0.00032352504786103964,0.00041107574361376464,0.0015225239330902696,0.853516697883606
2026-07-21 17:59:27+00:00,0.9106302857398987,vrf_leakage,0.18000000715255737,0.0003964973730035126,0.0011093943612650037,0.0015548673691228032,0.8169392347335815
2026-07-21 17:59:57+00:00,0.9519782662391663,vrf_leakage,0.07636221498250961,0.0004444014630280435,0.0002967941982205957,0.00800519809126854,0.9148913621902466
2026-07-21 18:00:27+00:00,0.9374682903289795,vrf_leakage,0.09505261480808258,0.0005900906398892403,0.00011433059989940375,0.008707740344107151,0.8955351710319519
2026-07-21 18:00:57+00:00,0.9338392615318298,vrf_leakage,0.09601973742246628,8.65058827912435e-05,0.000271490280283615,0.012203323654830456,0.8914189338684082
2026-07-21 18:01:27+00:00,0.9284550547599792,vrf_leakage,0.12597030401229858,0.00014859363727737218,0.00035364992800168693,0.014412063173949718,0.8591153621673584
2026-07-21 18:01:57+00:00,0.8647408485412598,vrf_leakage,0.19488954544067383,0.0007917358889244497,0.0005515231168828905,0.037027209997177124,0.7667400240898132
2026-07-21 18:02:27+00:00,0.7204679250717163,healthy,0.6894090175628662,0.0017188352067023516,0.0022712622303515673,0.1159747838973999,0.1906261444091797
2026-07-21 18:02:57+00:00,0.5470133423805237,healthy,0.7659764289855957,0.0029503335244953632,0.0006568926619365811,0.07952653616666794,0.1508898138999939
2026-07-21 18:03:27+00:00,0.43624773621559143,healthy(gate),0.8357231020927429,0.002069736598059535,0.009147163480520248,0.04488852247595787,0.10817153006792068
2026-07-21 18:03:57+00:00,0.5241934657096863,healthy,0.7705292105674744,0.007801503874361515,0.0020358485635370016,0.08129161596298218,0.13834184408187866
2026-07-21 18:04:27+00:00,0.42066606879234314,healthy(gate),0.7599113583564758,0.0037185067776590586,0.0022029902320355177,0.07675805687904358,0.15740910172462463
2026-07-21 18:04:57+00:00,0.5036002397537231,healthy,0.7209860682487488,0.0013023070059716702,0.005369181744754314,0.10626289993524551,0.1660795658826828
